cell_id,elderly_60,general_pop,children_under5,youth_15_24,men_2020,women_2020,building_count
RWA.2.1.6.2_1,401,9274,1567,1565,4358,4915,2051
RWA.2.1.6.3_1,424,9795,1653,1651,4602,5192,2168
RWA.2.1.6.4_1,378,8768,1483,1478,4121,4647,1613
RWA.2.1.6.5_1,372,8611,1453,1452,4046,4565,1650
RWA.2.1.7.1_1,319,7130,1271,1296,3320,3810,1205
RWA.2.1.7.2_1,258,5780,1030,1050,2691,3088,799
RWA.2.1.7.3_1,189,4216,748,769,1963,2253,523
RWA.2.1.7.4_1,553,12361,2204,2246,5756,6605,2310
RWA.2.1.7.5_1,348,7737,1373,1408,3604,4132,1441
RWA.2.1.8.1_1,260,5196,834,1017,2408,2788,790
RWA.2.1.8.2_1,265,5308,854,1036,2461,2846,938
RWA.2.1.8.3_1,228,4559,732,892,2113,2446,670
RWA.2.1.8.4_1,312,6242,1002,1222,2893,3349,1823
RWA.2.1.8.5_1,221,4427,711,865,2052,2375,787
RWA.2.1.9.1_1,320,6561,1071,1229,3082,3478,906
RWA.2.1.9.2_1,183,3755,613,703,1764,1990,708
RWA.2.1.9.3_1,462,9480,1547,1776,4454,5026,1439
RWA.2.1.9.4_1,425,8722,1424,1634,4098,4624,1610
RWA.2.1.10.1_1,446,9595,1623,1709,4505,5090,2184
RWA.2.1.10.2_1,308,6635,1122,1180,3115,3519,1428
RWA.2.1.10.3_1,285,5937,991,1063,2786,3150,1286
RWA.2.1.10.4_1,259,5581,943,993,2621,2960,1170
RWA.2.1.11.1_1,148,2856,472,554,1327,1528,544
RWA.2.1.11.2_1,270,5227,871,1013,2433,2793,902
RWA.2.1.11.3_1,259,5051,845,975,2351,2699,864
RWA.2.1.11.4_1,499,9657,1609,1872,4496,5161,1529
RWA.2.1.11.5_1,262,5070,845,982,2360,2709,1167
RWA.2.1.12.1_1,297,5218,752,925,2479,2738,1090
RWA.2.1.12.2_1,368,6466,933,1146,3072,3393,1017
RWA.2.1.12.3_1,196,3440,496,610,1634,1805,1103
RWA.2.1.12.4_1,146,2573,371,457,1223,1350,1090
RWA.2.1.13.1_1,437,6612,935,1271,3087,3524,1487
RWA.2.1.13.2_1,295,4465,631,858,2084,2380,959
RWA.2.1.13.3_1,553,8421,1193,1621,3927,4494,1548
RWA.2.1.13.4_1,371,5658,805,1085,2642,3016,1229
RWA.2.1.13.5_1,262,3984,565,765,1860,2123,829
RWA.2.2.1.1_1,192,3315,478,674,1535,1780,601
RWA.2.2.1.2_1,231,3974,574,808,1840,2134,818
RWA.2.2.1.3_1,217,3753,541,764,1738,2015,828
RWA.2.2.1.4_1,176,3049,442,619,1411,1637,636
RWA.2.2.2.1_1,332,5588,805,1183,2609,2978,1106
RWA.2.2.2.2_1,280,4737,686,1007,2203,2533,987
RWA.2.2.2.3_1,678,10851,1498,2294,5218,5633,2479
RWA.2.2.2.4_1,332,5619,814,1193,2614,3004,1309
RWA.2.2.3.1_1,183,2794,421,554,1278,1516,630
RWA.2.2.3.2_1,206,3164,479,625,1455,1709,355
RWA.2.2.3.3_1,399,6100,919,1210,2789,3311,1119
RWA.2.2.3.4_1,230,3528,531,700,1613,1914,683
RWA.2.2.3.5_1,218,3341,503,663,1527,1813,416
RWA.2.2.4.1_1,317,5085,705,948,2378,2706,798
RWA.2.2.4.2_1,240,3845,533,718,1798,2046,769
RWA.2.2.4.3_1,136,2176,301,406,1018,1158,709
RWA.2.2.4.4_1,379,6043,836,1129,2830,3213,1082
RWA.2.2.4.5_1,169,2714,376,507,1269,1444,502
RWA.2.2.4.6_1,148,2379,329,444,1113,1266,697
RWA.2.2.4.7_1,165,2642,366,493,1236,1406,866
RWA.2.2.4.8_1,116,1868,258,349,874,994,545
RWA.2.2.5.1_1,201,4338,702,813,2033,2304,1160
RWA.2.2.5.2_1,343,7418,1200,1391,3477,3941,1624
RWA.2.2.5.3_1,387,8407,1365,1568,3945,4462,2170
RWA.2.2.5.4_1,327,6998,1128,1311,3280,3717,1592
RWA.2.2.5.5_1,352,7584,1227,1422,3555,4029,1566
RWA.2.2.6.1_1,175,2688,371,502,1279,1409,763
RWA.2.2.6.2_1,257,3948,545,737,1878,2070,758
RWA.2.2.6.3_1,303,4665,644,871,2219,2445,976
RWA.2.2.6.4_1,280,4299,594,803,2046,2253,675
RWA.2.2.6.5_1,358,5507,760,1028,2620,2886,1405
RWA.2.2.6.6_1,343,5281,731,988,2509,2771,1453
RWA.2.2.7.1_1,415,7206,1037,1437,3373,3832,1672
RWA.2.2.7.2_1,300,5176,741,1032,2432,2744,996
RWA.2.2.7.3_1,263,4594,664,916,2144,2450,922
RWA.2.2.7.4_1,288,5025,726,1001,2344,2680,1055
RWA.2.2.7.5_1,331,5784,836,1154,2699,3085,1229
RWA.2.2.7.6_1,161,2810,406,560,1311,1498,661
RWA.2.2.7.7_1,192,3331,480,667,1555,1775,891
RWA.2.2.8.1_1,419,7564,1182,1485,3493,4070,1569
RWA.2.2.8.2_1,236,4280,670,840,1977,2303,1008
RWA.2.2.8.3_1,163,2945,461,577,1360,1585,798
RWA.2.2.8.4_1,417,7544,1181,1481,3484,4060,1888
RWA.2.2.9.1_1,1346,14997,1220,3035,9144,5852,3054
RWA.2.2.9.2_1,248,2910,252,597,1739,1171,774
RWA.2.2.9.3_1,327,3602,289,726,2205,1397,1399
RWA.2.2.9.4_1,306,3403,275,687,2078,1324,1187
RWA.2.2.10.1_1,61,956,136,182,447,509,272
RWA.2.2.11.1_1,188,3112,453,582,1459,1652,689
RWA.2.2.11.2_1,211,3485,507,652,1634,1850,711
RWA.2.2.11.3_1,280,4673,679,886,2189,2484,1070
RWA.2.2.11.4_1,210,3478,506,651,1631,1847,862
RWA.2.2.11.5_1,188,3107,452,581,1457,1650,719
RWA.2.2.11.6_1,203,3365,490,629,1578,1787,781
RWA.2.2.11.7_1,220,3636,529,680,1704,1931,824
RWA.2.2.12.1_1,307,5718,863,1066,2680,3038,1560
RWA.2.2.12.2_1,207,3850,581,717,1804,2045,1027
RWA.2.2.12.3_1,212,3955,597,737,1853,2101,1137
RWA.2.2.12.4_1,238,4452,673,829,2087,2365,1109
RWA.2.2.12.5_1,467,8686,1311,1619,4071,4614,2128
RWA.2.2.12.6_1,125,2335,353,435,1094,1240,669
RWA.2.2.13.1_1,196,3293,511,587,1563,1730,609
RWA.2.2.13.2_1,237,3957,608,708,1876,2081,817
RWA.2.2.13.3_1,91,1537,238,273,729,807,329
RWA.2.2.13.4_1,242,4063,631,724,1928,2135,767
RWA.2.2.13.5_1,250,4192,649,748,1989,2203,866
RWA.2.2.13.6_1,327,5489,852,978,2605,2884,1208
RWA.2.2.13.7_1,211,3542,549,632,1680,1861,679
RWA.2.2.14.1_1,208,3364,472,615,1574,1789,1021
RWA.2.2.14.2_1,218,3514,491,635,1643,1870,917
RWA.2.2.14.3_1,370,6003,843,1096,2807,3195,1399
RWA.2.2.14.4_1,286,4602,643,833,2154,2448,1177
RWA.2.2.14.5_1,401,6457,904,1167,3020,3436,1235
RWA.2.2.15.3_1,246,6636,893,1607,3213,3423,1471
RWA.2.2.15.1_1,36,987,133,239,478,509,231
RWA.2.2.15.2_1,82,2224,299,538,1077,1147,502
RWA.2.2.15.4_1,256,6867,926,1660,3323,3544,1425
RWA.2.2.15.5_1,217,5852,788,1417,2833,3018,1509
RWA.2.2.15.6_1,395,10589,1427,2560,5124,5464,1475
RWA.2.2.15.7_1,332,8337,1150,1961,4008,4329,2065
RWA.2.3.1.1_1,365,6577,917,1303,3099,3478,2378
RWA.2.3.1.2_1,334,5970,827,1184,2811,3159,1217
RWA.2.3.1.3_1,581,10458,1457,2064,4925,5533,2248
RWA.2.3.1.4_1,519,9323,1297,1845,4390,4932,1857
RWA.2.3.2.1_1,325,5407,772,946,2532,2875,1253
RWA.2.3.2.2_1,186,3058,437,526,1431,1626,685
RWA.2.3.2.3_1,279,4565,652,788,2137,2428,969
RWA.2.3.2.4_1,221,3642,521,627,1704,1937,701
RWA.2.3.3.1_1,405,6161,765,1124,2947,3214,990
RWA.2.3.3.2_1,370,5597,687,1026,2682,2915,495
RWA.2.3.3.3_1,276,4198,519,767,2009,2188,451
RWA.2.3.3.4_1,356,5387,662,989,2581,2805,744
RWA.2.3.3.5_1,393,5947,730,1090,2850,3097,847
RWA.2.3.3.6_1,275,4172,512,765,1999,2173,442
RWA.2.3.4.1_1,264,4237,543,794,2004,2232,570
RWA.2.3.4.2_1,223,3556,453,666,1683,1873,408
RWA.2.3.4.3_1,277,4393,559,823,2078,2314,676
RWA.2.3.4.4_1,236,3754,478,703,1777,1977,633
RWA.2.3.5.1_1,382,8734,1301,1545,4162,4572,1733
RWA.2.3.5.2_1,479,10940,1630,1935,5213,5727,1644
RWA.2.3.5.3_1,647,14790,2204,2616,7048,7742,2881
RWA.2.3.5.4_1,284,6492,967,1148,3093,3398,1518
RWA.2.3.5.5_1,323,7392,1101,1307,3522,3869,1275
RWA.2.3.6.1_1,437,7819,1066,1478,3693,4125,1599
RWA.2.3.6.2_1,398,7105,971,1332,3354,3750,1514
RWA.2.3.6.3_1,517,9238,1260,1742,4363,4875,1669
RWA.2.3.6.4_1,263,4595,621,861,2167,2428,765
RWA.2.3.6.5_1,320,5732,781,1082,2707,3024,928
RWA.2.3.6.6_1,246,4395,599,830,2076,2319,709
RWA.2.3.7.1_1,421,6386,811,1247,3054,3332,1300
RWA.2.3.7.2_1,282,4257,540,830,2034,2222,1144
RWA.2.3.7.3_1,284,4301,545,839,2056,2244,838
RWA.2.3.8.1_1,501,11496,1821,1944,5458,6038,1821
RWA.2.3.8.2_1,458,10499,1665,1774,4984,5515,1581
RWA.2.3.8.3_1,397,9120,1447,1541,4330,4790,1429
RWA.2.3.8.4_1,533,12243,1935,2078,5814,6428,1987
RWA.2.3.8.5_1,425,9742,1539,1651,4626,5116,1404
RWA.2.3.9.1_1,358,6103,837,1057,2865,3238,712
RWA.2.3.9.2_1,379,6484,895,1118,3036,3447,1149
RWA.2.3.9.3_1,413,7055,970,1221,3305,3749,935
RWA.2.3.9.4_1,326,5292,685,936,2592,2700,683
RWA.2.3.9.5_1,300,5080,696,878,2378,2702,610
RWA.2.3.10.1_1,278,6075,947,1167,2904,3170,1447
RWA.2.3.10.2_1,630,13857,2167,2663,6629,7228,4741
RWA.2.3.10.3_1,282,6211,972,1193,2972,3239,2218
RWA.2.3.10.4_1,287,6340,990,1211,3031,3308,2026
RWA.2.3.10.5_1,579,12743,1993,2449,6096,6647,3655
RWA.2.3.11.1_1,241,3473,446,668,1645,1828,1040
RWA.2.3.11.2_1,321,4701,608,907,2225,2476,1216
RWA.2.3.11.3_1,463,6675,858,1285,3160,3514,1347
RWA.2.3.11.4_1,377,5469,704,1054,2591,2878,1145
RWA.2.3.11.5_1,208,3003,386,578,1422,1581,845
RWA.2.3.11.6_1,505,7306,940,1407,3459,3846,1388
RWA.2.3.11.7_1,402,5799,745,1116,2746,3053,1525
RWA.2.3.12.1_1,402,8913,1253,1857,4421,4491,4008
RWA.2.3.12.2_1,284,6286,896,1297,3104,3181,2795
RWA.2.3.12.3_1,214,4736,665,986,2349,2387,1849
RWA.2.3.12.4_1,480,10635,1501,2209,5268,5367,3665
RWA.2.3.12.5_1,656,14545,2050,3029,7214,7331,4623
RWA.2.4.1.1_1,291,4305,530,794,2014,2291,747
RWA.2.4.1.2_1,337,5043,624,932,2363,2680,814
RWA.2.4.1.3_1,539,8100,1005,1490,3810,4289,1321
RWA.2.4.1.4_1,452,6831,834,1270,3267,3563,1117
RWA.2.4.1.5_1,331,4987,621,922,2335,2652,819
RWA.2.4.1.6_1,258,3819,471,704,1786,2032,618
RWA.2.4.2.1_1,202,3023,381,549,1416,1606,642
RWA.2.4.2.2_1,276,4122,520,748,1931,2190,959
RWA.2.4.2.3_1,181,2705,341,491,1267,1437,587
RWA.2.4.2.4_1,225,3357,424,609,1573,1784,751
RWA.2.4.2.5_1,208,3101,391,563,1452,1648,758
RWA.2.4.2.6_1,140,2118,270,381,992,1125,337
RWA.2.4.2.7_1,229,3416,431,620,1600,1816,925
RWA.2.4.2.8_1,205,3068,387,557,1437,1631,537
RWA.2.4.3.1_1,104,1770,227,328,828,941,699
RWA.2.4.3.2_1,490,8518,1120,1572,3987,4530,1502
RWA.2.4.3.3_1,102,1775,232,328,831,944,828
RWA.2.4.3.4_1,278,4877,641,901,2286,2591,506
RWA.2.4.3.5_1,73,1274,167,235,596,677,566
RWA.2.4.3.6_1,149,2605,342,481,1220,1385,374
RWA.2.4.4.1_1,119,1956,241,377,919,1036,462
RWA.2.4.4.2_1,118,1938,240,373,909,1028,691
RWA.2.4.4.3_1,391,6355,787,1221,2980,3374,1729
RWA.2.4.4.4_1,330,5471,676,1061,2567,2903,1651
RWA.2.4.4.5_1,212,3516,433,683,1649,1866,1568
RWA.2.4.5.1_1,284,4606,615,810,2164,2442,654
RWA.2.4.5.2_1,429,7052,941,1248,3316,3735,1201
RWA.2.4.5.3_1,260,4188,559,732,1966,2222,600
RWA.2.4.5.4_1,298,4781,636,837,2244,2536,664
RWA.2.4.5.5_1,356,5922,789,1056,2787,3135,975
RWA.2.4.6.1_1,168,2511,333,452,1168,1343,414
RWA.2.4.6.2_1,332,4970,659,894,2312,2657,911
RWA.2.4.6.3_1,233,3502,465,629,1630,1872,554
RWA.2.4.6.4_1,191,2858,379,514,1329,1528,499
RWA.2.4.6.5_1,155,2317,307,417,1078,1239,336
RWA.2.4.6.6_1,211,3157,419,568,1468,1688,542
RWA.2.4.7.1_1,237,3889,544,657,1800,2088,630
RWA.2.4.7.2_1,90,1478,207,248,684,794,431
RWA.2.4.7.3_1,236,3879,543,656,1796,2082,707
RWA.2.4.7.4_1,32,527,73,89,244,283,159
RWA.2.4.7.5_1,316,5177,726,873,2396,2780,900
RWA.2.4.8.1_1,770,21444,2754,4761,10411,11032,5012
RWA.2.4.8.2_1,357,9880,1270,2191,4787,5093,1562
RWA.2.4.8.3_1,398,9786,1237,2114,4815,4970,1820
RWA.2.4.8.4_1,470,13294,1710,2960,6444,6849,2414
RWA.2.4.9.1_1,475,7466,1026,1371,3484,3982,949
RWA.2.4.9.2_1,463,7261,999,1335,3388,3872,1052
RWA.2.4.9.3_1,365,5645,774,1037,2644,3001,723
RWA.2.4.9.4_1,479,7505,1031,1380,3503,4001,957
RWA.2.4.10.1_1,310,5759,759,1071,2720,3039,1393
RWA.2.4.10.2_1,199,3697,488,688,1746,1951,883
RWA.2.4.10.3_1,287,5326,702,990,2515,2811,1037
RWA.2.4.10.4_1,375,6989,923,1298,3301,3687,1549
RWA.2.4.10.5_1,587,10893,1440,2020,5143,5749,1621
RWA.2.4.11.1_1,267,4145,473,788,1941,2203,642
RWA.2.4.11.2_1,195,3044,346,581,1426,1618,943
RWA.2.4.11.3_1,193,3013,342,574,1411,1601,772
RWA.2.4.11.4_1,58,908,103,173,425,482,316
RWA.2.4.11.5_1,343,5340,608,1018,2501,2839,992
RWA.2.4.12.1_1,603,9150,1062,1686,4825,4324,1376
RWA.2.4.12.2_1,437,6763,806,1238,3515,3248,1254
RWA.2.4.12.3_1,894,13567,1584,2500,7116,6451,2537
RWA.2.4.12.4_1,1249,18935,2198,3490,9985,8949,3092
RWA.2.5.1.1_1,162,2850,390,563,1339,1511,579
RWA.2.5.1.2_1,192,3368,461,665,1581,1786,732
RWA.2.5.1.3_1,117,2064,282,407,969,1094,514
RWA.2.5.1.4_1,504,8846,1211,1747,4156,4689,2167
RWA.2.5.1.5_1,253,4446,608,878,2089,2357,1353
RWA.2.5.1.6_1,199,3491,477,690,1640,1851,885
RWA.2.5.2.1_1,330,5184,651,927,2454,2730,818
RWA.2.5.2.2_1,362,5673,711,1015,2685,2987,1137
RWA.2.5.2.3_1,316,4981,632,896,2357,2624,796
RWA.2.5.2.4_1,256,4025,505,720,1905,2119,604
RWA.2.5.2.5_1,227,3595,453,646,1707,1888,922
RWA.2.5.2.6_1,343,5401,686,968,2555,2845,845
RWA.2.5.3.1_1,676,12271,1695,2421,6147,6124,1581
RWA.2.5.3.2_1,636,11552,1596,2278,5787,5765,1723
RWA.2.5.3.3_1,228,4096,564,807,2042,2054,582
RWA.2.5.3.4_1,1033,18759,2593,3701,9401,9357,2397
RWA.2.5.3.5_1,300,5403,745,1065,2700,2703,705
RWA.2.5.3.6_1,352,6398,884,1262,3206,3191,894
RWA.2.5.4.1_1,113,1949,263,405,918,1030,569
RWA.2.5.4.2_1,346,5967,808,1238,2811,3156,1334
RWA.2.5.4.3_1,158,2725,368,562,1282,1442,603
RWA.2.5.4.4_1,168,2903,391,604,1367,1535,673
RWA.2.5.4.5_1,176,3033,410,631,1429,1603,657
RWA.2.5.5.1_1,646,10624,1577,2007,4981,5642,1158
RWA.2.5.5.2_1,14,233,34,43,109,124,322
RWA.2.5.5.3_1,305,5015,744,947,2351,2663,581
RWA.2.5.5.4_1,75,1233,182,232,578,655,546
RWA.2.5.5.5_1,364,6008,889,1140,2813,3195,446
RWA.2.5.6.1_1,284,4270,553,825,1979,2291,645
RWA.2.5.6.2_1,123,1860,241,359,862,997,483
RWA.2.5.6.3_1,102,1542,199,298,715,827,399
RWA.2.5.6.4_1,155,2341,306,450,1089,1251,378
RWA.2.5.6.5_1,191,2872,372,555,1331,1540,596
RWA.2.5.6.6_1,130,1963,254,379,909,1053,573
RWA.2.5.7.1_1,257,4190,549,809,1977,2213,697
RWA.2.5.7.2_1,250,4102,538,792,1943,2158,770
RWA.2.5.7.3_1,200,3253,426,628,1536,1717,879
RWA.2.5.7.4_1,111,1812,237,349,855,957,308
RWA.2.5.7.5_1,359,5946,785,1152,2825,3120,992
RWA.2.5.7.6_1,398,6510,856,1258,3070,3439,725
RWA.2.5.8.1_1,147,2598,410,501,1191,1406,377
RWA.2.5.8.2_1,244,4310,679,831,1977,2332,445
RWA.2.5.8.3_1,208,3674,580,708,1685,1989,575
RWA.2.5.8.4_1,135,2385,376,459,1094,1291,405
RWA.2.5.9.1_1,386,6993,995,1416,3296,3697,1309
RWA.2.5.9.2_1,380,6880,978,1393,3241,3638,1071
RWA.2.5.9.3_1,205,3719,529,753,1753,1966,603
RWA.2.5.9.4_1,268,4842,688,981,2283,2558,845
RWA.2.5.9.5_1,284,5122,726,1038,2415,2707,970
RWA.2.5.10.1_1,186,3059,412,559,1426,1632,398
RWA.2.5.10.2_1,105,1731,233,317,807,924,438
RWA.2.5.10.3_1,237,3886,522,711,1812,2073,517
RWA.2.5.10.4_1,299,4906,662,897,2288,2617,632
RWA.2.5.11.1_1,221,3814,572,690,1804,2010,535
RWA.2.5.11.2_1,280,4837,726,871,2289,2547,425
RWA.2.5.11.3_1,28,489,73,88,231,258,363
RWA.2.5.11.4_1,234,4049,608,729,1917,2132,628
RWA.2.5.11.5_1,196,3397,510,612,1608,1789,326
RWA.2.5.11.6_1,101,1739,260,316,821,917,252
RWA.2.5.12.1_1,334,5169,768,895,2440,2728,435
RWA.2.5.12.2_1,337,5224,776,907,2465,2758,752
RWA.2.5.12.3_1,161,2495,370,432,1178,1317,633
RWA.2.5.12.4_1,167,2593,385,449,1224,1369,459
RWA.2.5.12.5_1,144,2237,332,387,1055,1181,531
RWA.2.5.12.6_1,466,7229,1074,1253,3412,3816,384
RWA.2.5.13.1_1,197,3318,412,684,1538,1779,772
RWA.2.5.13.2_1,151,2526,310,523,1169,1356,663
RWA.2.5.13.3_1,154,2580,317,534,1194,1385,536
RWA.2.5.13.4_1,173,2905,358,600,1346,1559,574
RWA.2.5.13.5_1,108,1819,223,376,842,976,412
RWA.2.5.13.6_1,199,3336,412,690,1544,1792,700
RWA.2.5.14.1_1,229,3880,523,801,1779,2100,898
RWA.2.5.14.2_1,225,3805,514,783,1747,2058,732
RWA.2.5.14.3_1,348,5880,782,1215,2700,3179,1030
RWA.2.5.15.1_1,140,2317,317,508,1074,1242,593
RWA.2.5.15.2_1,138,2281,312,501,1056,1225,576
RWA.2.5.15.3_1,196,3242,444,712,1503,1738,646
RWA.2.5.15.4_1,231,3798,521,837,1759,2039,759
RWA.2.5.15.5_1,193,3185,437,702,1475,1709,658
RWA.2.5.15.6_1,100,1651,226,363,765,885,392
RWA.2.5.16.1_1,141,2618,359,525,1220,1398,663
RWA.2.5.16.2_1,313,5857,807,1172,2728,3129,1282
RWA.2.5.16.3_1,152,2854,393,571,1328,1525,485
RWA.2.5.16.4_1,216,4056,558,811,1888,2167,761
RWA.2.5.16.5_1,276,5156,710,1033,2402,2753,948
RWA.2.5.16.6_1,216,4056,558,811,1888,2167,757
RWA.2.5.17.1_1,188,3276,457,648,1531,1744,535
RWA.2.5.17.2_1,311,5378,748,1062,2512,2865,1025
RWA.2.5.17.3_1,358,6198,863,1224,2895,3303,1104
RWA.2.5.17.4_1,200,3514,489,696,1641,1873,543
RWA.2.5.17.5_1,258,4522,628,894,2111,2410,810
RWA.2.5.17.6_1,281,4870,678,962,2275,2594,787
RWA.2.6.1.1_1,343,7007,988,1489,3458,3548,1955
RWA.2.6.1.2_1,627,12776,1800,2718,6308,6467,3965
RWA.2.6.1.3_1,263,5388,767,1136,2651,2736,1492
RWA.2.6.1.4_1,660,13457,1901,2857,6639,6817,3853
RWA.2.6.1.5_1,498,10148,1431,2156,5009,5139,2622
RWA.2.6.2.1_1,275,5883,926,1031,2827,3055,1199
RWA.2.6.2.2_1,253,5418,853,949,2604,2814,1108
RWA.2.6.2.3_1,538,11490,1810,2013,5522,5967,2170
RWA.2.6.2.4_1,299,6398,1008,1121,3075,3323,1257
RWA.2.6.2.5_1,291,6232,983,1093,2994,3238,1093
RWA.2.6.2.6_1,349,7460,1175,1309,3583,3876,1250
RWA.2.6.3.1_1,292,3993,562,677,1871,2122,533
RWA.2.6.3.2_1,418,5701,803,966,2671,3030,710
RWA.2.6.3.3_1,419,5813,827,993,2736,3076,1011
RWA.2.6.3.4_1,287,3942,557,670,1847,2095,779
RWA.2.6.3.5_1,429,5844,821,990,2743,3100,884
RWA.2.6.4.1_1,449,9712,1600,1727,4631,5081,2027
RWA.2.6.4.2_1,497,10753,1772,1912,5127,5625,2192
RWA.2.6.4.3_1,477,10309,1698,1833,4915,5393,2172
RWA.2.6.4.4_1,510,11073,1826,1968,5279,5793,2382
RWA.2.6.5.1_1,497,9216,1403,1638,4395,4821,1922
RWA.2.6.5.2_1,371,6954,1064,1238,3314,3639,1399
RWA.2.6.5.3_1,354,6564,999,1166,3130,3433,1670
RWA.2.6.5.4_1,493,9188,1392,1651,4391,4797,1926
RWA.2.6.5.5_1,518,9685,1478,1721,4619,5066,2200
RWA.2.6.6.1_1,993,11322,1410,1796,6023,5298,1382
RWA.2.6.6.2_1,1294,14829,1847,2352,7897,6931,1855
RWA.2.6.6.3_1,1239,13902,1710,2191,7447,6455,1315
RWA.2.6.6.4_1,965,11052,1369,1769,5898,5154,1242
RWA.2.6.6.5_1,1116,12528,1541,1974,6710,5817,1536
RWA.2.6.6.6_1,1230,13814,1700,2177,7398,6415,1475
RWA.2.6.7.1_1,556,12501,2074,2272,5906,6595,2564
RWA.2.6.7.2_1,470,10581,1757,1921,5000,5580,2273
RWA.2.6.7.3_1,303,6813,1130,1238,3219,3594,1318
RWA.2.6.7.4_1,477,10721,1779,1948,5065,5655,1915
RWA.2.6.7.5_1,360,8075,1339,1466,3817,4257,1428
RWA.2.6.8.1_1,466,10715,1806,1881,5098,5617,2047
RWA.2.6.8.2_1,446,10246,1725,1801,4873,5372,2247
RWA.2.6.8.3_1,281,6481,1090,1141,3081,3400,1215
RWA.2.6.8.4_1,419,9651,1626,1695,4590,5060,1969
RWA.2.6.9.1_1,361,5950,835,1047,2814,3135,841
RWA.2.6.9.2_1,291,4798,673,844,2269,2528,820
RWA.2.6.9.3_1,268,4407,616,779,2081,2326,729
RWA.2.6.9.4_1,455,7491,1062,1321,3545,3946,1312
RWA.2.6.9.5_1,509,8384,1177,1475,3965,4418,1502
RWA.2.6.10.1_1,165,2894,464,536,1366,1527,689
RWA.2.6.10.2_1,230,4049,650,750,1911,2138,892
RWA.2.6.10.3_1,168,2956,474,548,1396,1560,656
RWA.2.6.10.4_1,213,3814,603,720,1810,2003,796
RWA.2.6.10.5_1,302,5303,852,982,2503,2800,1077
RWA.2.6.10.6_1,196,3451,554,639,1629,1822,693
RWA.2.7.1.1_1,350,6123,924,1153,2929,3194,845
RWA.2.7.1.2_1,390,6824,1030,1285,3264,3560,998
RWA.2.7.1.3_1,365,6380,963,1201,3052,3328,891
RWA.2.7.1.4_1,330,5770,871,1086,2759,3010,936
RWA.2.7.1.5_1,389,6801,1026,1281,3253,3548,897
RWA.2.7.2.1_1,254,4227,632,808,1993,2234,867
RWA.2.7.2.2_1,292,4858,725,928,2290,2567,820
RWA.2.7.2.3_1,168,2810,420,537,1325,1485,467
RWA.2.7.2.4_1,344,5734,857,1096,2703,3031,902
RWA.2.7.2.5_1,386,6433,961,1230,3032,3400,1168
RWA.2.7.3.1_1,179,2831,397,591,1359,1472,751
RWA.2.7.3.2_1,407,6412,900,1339,3078,3334,1339
RWA.2.7.3.3_1,178,2818,395,588,1352,1465,682
RWA.2.7.3.4_1,224,3521,498,731,1688,1833,834
RWA.2.7.3.5_1,389,6184,871,1289,2967,3217,1359
RWA.2.7.3.6_1,288,4543,638,949,2180,2362,936
RWA.2.7.4.1_1,203,3434,494,695,1638,1796,569
RWA.2.7.4.2_1,285,4850,701,981,2315,2534,786
RWA.2.7.4.3_1,179,3038,439,614,1450,1587,668
RWA.2.7.4.4_1,237,4018,580,812,1918,2100,796
RWA.2.7.4.5_1,267,4546,657,919,2170,2375,758
RWA.2.7.5.1_1,221,3292,424,666,1573,1718,731
RWA.2.7.5.2_1,359,5321,684,1077,2543,2777,945
RWA.2.7.5.3_1,151,2250,290,456,1076,1174,495
RWA.2.7.5.4_1,236,3511,454,710,1677,1833,674
RWA.2.7.5.5_1,147,2196,282,445,1049,1146,466
RWA.2.7.6.1_1,375,5941,795,1218,2801,3139,1146
RWA.2.7.6.2_1,235,3714,497,762,1751,1963,564
RWA.2.7.6.3_1,453,7339,986,1510,3456,3882,737
RWA.2.7.6.4_1,305,4818,644,988,2271,2546,656
RWA.2.7.7.1_1,106,2059,305,411,978,1080,669
RWA.2.7.7.2_1,190,3669,544,734,1743,1925,1239
RWA.2.7.7.3_1,135,2604,386,521,1237,1367,715
RWA.2.7.7.4_1,169,3272,485,654,1555,1717,600
RWA.2.7.7.5_1,161,3109,461,621,1477,1632,735
RWA.2.7.8.1_1,158,2556,377,508,1181,1375,510
RWA.2.7.8.2_1,161,2606,384,517,1204,1401,618
RWA.2.7.8.3_1,413,6669,983,1323,3082,3586,1372
RWA.2.7.8.4_1,248,3992,588,793,1845,2147,784
RWA.2.7.8.5_1,225,3633,535,721,1679,1954,838
RWA.2.7.8.6_1,223,3603,531,715,1666,1937,899
RWA.2.7.9.1_1,331,5999,959,1033,2835,3163,1053
RWA.2.7.9.2_1,166,3010,481,518,1422,1587,680
RWA.2.7.9.3_1,312,5643,902,972,2667,2976,978
RWA.2.7.9.4_1,243,4404,702,759,2081,2323,700
RWA.2.7.9.5_1,358,6473,1031,1116,3060,3413,960
RWA.2.7.9.6_1,185,3351,535,577,1584,1767,695
RWA.2.7.10.1_1,165,3286,460,691,1536,1749,507
RWA.2.7.10.2_1,186,3702,518,778,1730,1971,459
RWA.2.7.10.3_1,200,3980,562,834,1863,2116,711
RWA.2.7.10.4_1,127,2534,352,534,1183,1350,489
RWA.2.7.10.5_1,224,4450,618,938,2078,2371,473
RWA.2.7.11.1_1,190,3122,453,588,1483,1639,883
RWA.2.7.11.2_1,341,5565,801,1056,2643,2921,865
RWA.2.7.11.3_1,319,5204,749,987,2472,2731,839
