cell_id,elderly_60,general_pop,children_under5,youth_15_24,men_2020,women_2020,building_count
RWA.4.6.2.4_1,316,8063,1235,1747,3804,4258,1172
RWA.4.6.3.1_1,60,1674,295,338,799,874,348
RWA.4.6.3.2_1,149,4160,734,840,1986,2173,1060
RWA.4.6.3.3_1,49,1363,240,275,651,712,277
RWA.4.6.3.4_1,58,1621,287,327,775,846,279
RWA.4.6.3.5_1,174,4841,855,978,2312,2529,657
RWA.4.6.4.1_1,0,6,0,1,3,3,0
RWA.4.6.4.2_1,171,2721,378,561,1281,1440,665
RWA.4.6.4.3_1,188,2930,399,608,1375,1555,809
RWA.4.6.4.4_1,140,2230,307,462,1047,1182,717
RWA.4.6.4.5_1,272,4242,577,880,1991,2251,1045
RWA.4.6.4.6_1,248,3866,526,802,1814,2051,995
RWA.4.6.4.7_1,263,4112,560,853,1930,2182,861
RWA.4.6.4.8_1,316,4951,676,1026,2325,2626,1399
RWA.4.6.5.1_1,185,2568,352,560,1170,1397,487
RWA.4.6.5.2_1,124,1735,239,377,791,944,382
RWA.4.6.5.3_1,252,3505,481,764,1598,1907,800
RWA.4.6.5.4_1,126,1748,239,381,797,951,375
RWA.4.6.5.5_1,179,2479,339,541,1130,1349,555
RWA.4.6.5.6_1,210,2915,399,636,1329,1586,609
RWA.4.6.5.7_1,82,1133,155,247,516,617,255
RWA.4.6.5.8_1,209,2935,404,640,1340,1595,843
RWA.4.6.6.1_1,475,9562,1399,2056,4674,4888,3260
RWA.4.6.6.2_1,265,5165,779,1089,2466,2699,1159
RWA.4.6.6.3_1,18,378,56,80,181,197,168
RWA.4.6.6.4_1,172,3453,519,732,1654,1799,861
RWA.4.6.6.5_1,236,4737,705,1010,2287,2450,1064
RWA.4.6.6.6_1,414,8236,1238,1749,3943,4293,1716
RWA.4.6.7.1_1,241,5799,1028,1085,2754,3045,946
RWA.4.6.7.2_1,328,7880,1393,1478,3740,4139,1127
RWA.4.6.7.3_1,272,6525,1155,1222,3097,3427,833
RWA.4.6.8.1_1,336,6601,1048,1364,3139,3462,1048
RWA.4.6.8.2_1,335,6575,1042,1359,3126,3448,854
RWA.4.6.8.3_1,306,6369,1027,1297,3039,3329,999
RWA.4.6.8.4_1,412,8111,1285,1676,3857,4254,1560
RWA.4.6.9.1_1,369,7544,880,1784,4221,3322,1651
RWA.4.6.9.2_1,149,3060,381,705,1655,1404,1176
RWA.4.6.9.3_1,203,4195,493,988,2339,1856,1572
RWA.4.6.9.4_1,182,3725,434,881,2085,1640,982
RWA.4.6.9.5_1,225,4644,537,1100,2610,2034,1369
RWA.4.6.10.1_1,12,234,31,52,123,111,20
RWA.4.6.11.1_1,193,6412,1141,1176,3127,3285,1277
RWA.4.6.11.2_1,385,12742,2267,2339,6213,6529,2226
RWA.4.6.11.3_1,519,17207,3062,3157,8391,8815,2111
RWA.4.6.12.1_1,346,5701,858,1264,2709,2991,1619
RWA.4.6.12.2_1,172,2861,424,636,1372,1489,541
RWA.4.6.12.3_1,159,2617,394,581,1243,1373,548
RWA.4.6.12.4_1,181,2955,442,654,1402,1553,918
RWA.4.6.12.5_1,109,1808,272,401,859,949,427
RWA.4.6.12.6_1,176,2895,435,642,1375,1520,456
RWA.4.6.12.7_1,312,5557,883,1193,2680,2876,1546
RWA.4.6.13.1_1,244,3520,554,678,1615,1904,698
RWA.4.6.13.2_1,348,5054,795,976,2322,2732,831
RWA.4.6.13.3_1,291,4376,684,855,2021,2354,803
RWA.4.6.13.4_1,249,3598,566,693,1651,1946,545
RWA.4.6.13.5_1,206,2981,469,575,1368,1612,532
RWA.4.6.14.1_1,268,5439,966,1035,2614,2825,801
RWA.4.6.14.2_1,182,3686,655,701,1771,1914,411
RWA.4.6.14.3_1,74,1507,267,286,724,782,351
RWA.4.6.14.4_1,247,5013,890,954,2409,2603,703
RWA.4.6.14.5_1,188,3817,678,726,1834,1982,393
RWA.4.6.15.1_1,250,4127,591,858,1934,2192,886
RWA.4.6.15.2_1,431,6966,986,1449,3259,3706,1084
RWA.4.6.15.3_1,277,4515,640,939,2113,2401,915
RWA.4.6.15.4_1,456,7539,1077,1576,3538,4001,1121
RWA.4.6.16.1_1,172,3404,504,706,1610,1794,675
RWA.4.6.16.2_1,276,5491,815,1139,2598,2893,873
RWA.4.6.16.3_1,497,9899,1469,2054,4683,5215,2062
RWA.4.6.16.4_1,286,5994,929,1219,2837,3156,852
RWA.4.6.16.5_1,156,3116,462,646,1474,1642,609
RWA.4.6.16.6_1,326,6543,972,1359,3095,3447,812
RWA.4.6.17.1_1,138,2061,290,449,961,1099,357
RWA.4.6.17.2_1,215,3232,453,701,1508,1724,802
RWA.4.6.17.3_1,205,3093,433,669,1444,1649,918
RWA.4.6.17.4_1,127,1907,268,414,890,1017,473
RWA.4.6.17.5_1,171,2552,359,556,1190,1362,688
RWA.4.6.17.6_1,191,2898,408,626,1352,1545,394
RWA.4.6.17.7_1,138,2061,290,449,961,1099,559
RWA.4.6.18.1_1,252,4406,665,889,2102,2303,1001
RWA.4.6.18.2_1,193,3501,539,700,1673,1827,704
RWA.4.6.18.3_1,418,7298,1101,1474,3483,3815,1343
RWA.4.6.18.4_1,246,4306,650,869,2054,2251,925
RWA.4.6.18.5_1,180,3143,474,634,1500,1643,844
RWA.4.6.18.6_1,381,6652,1004,1343,3174,3477,1343
RWA.4.6.19.1_1,408,7107,1051,1430,3380,3727,1581
RWA.4.6.19.2_1,280,4880,721,982,2320,2560,947
RWA.4.6.19.3_1,211,3681,544,740,1750,1930,923
RWA.4.6.19.4_1,120,2087,308,420,992,1095,475
RWA.4.6.19.5_1,249,4777,734,944,2282,2494,722
RWA.4.7.1.1_1,445,10533,1393,2216,5579,4953,1392
RWA.4.7.1.2_1,213,5032,664,1058,2663,2369,682
RWA.4.7.1.3_1,264,6259,827,1317,3316,2943,1009
RWA.4.7.1.4_1,364,8618,1139,1813,4565,4053,792
RWA.4.7.2.1_1,162,3414,507,701,1619,1795,593
RWA.4.7.2.2_1,284,5981,887,1232,2837,3143,1037
RWA.4.7.2.3_1,188,4083,607,848,1932,2151,816
RWA.4.7.2.4_1,290,6108,903,1269,2901,3207,822
RWA.4.7.2.5_1,78,1647,244,341,782,865,457
RWA.4.7.2.6_1,179,3774,558,784,1792,1981,1049
RWA.4.7.2.7_1,146,3084,456,640,1464,1619,823
RWA.4.7.3.1_1,334,6274,814,1312,2979,3294,1238
RWA.4.7.3.2_1,263,4926,636,1025,2339,2587,1558
RWA.4.7.3.3_1,411,7715,1001,1613,3664,4050,1108
RWA.4.7.3.4_1,268,5016,648,1045,2382,2633,1401
RWA.4.7.4.1_1,236,5031,767,1018,2378,2652,830
RWA.4.7.4.2_1,330,7003,1063,1420,3311,3692,1168
RWA.4.7.4.3_1,311,6638,1013,1343,3138,3500,960
RWA.4.7.4.4_1,287,6131,937,1242,2898,3233,1297
RWA.4.7.4.5_1,200,4267,651,863,2017,2250,1424
RWA.4.7.4.6_1,341,7138,1066,1451,3376,3761,1158
RWA.4.7.5.1_1,4,88,11,18,44,44,7
RWA.4.7.6.1_1,260,6209,939,1285,2906,3303,1164
RWA.4.7.6.2_1,265,6364,963,1321,2978,3386,1377
RWA.4.7.6.3_1,197,4678,707,966,2190,2488,851
RWA.4.7.7.1_1,275,5693,872,1130,2644,3049,744
RWA.4.7.7.2_1,459,9587,1487,1905,4448,5139,1450
RWA.4.7.7.3_1,516,10848,1687,2159,5031,5816,1310
RWA.4.7.7.4_1,252,5285,818,1051,2452,2833,718
RWA.4.7.7.5_1,389,8193,1274,1630,3800,4393,1034
RWA.4.7.7.6_1,497,9073,1344,1753,4221,4851,2048
RWA.4.7.8.1_1,470,10156,1638,2029,4794,5361,1587
RWA.4.7.8.2_1,211,4492,722,897,2125,2367,871
RWA.4.7.8.3_1,151,3228,522,642,1526,1701,575
RWA.4.7.8.4_1,189,4037,649,806,1909,2127,639
RWA.4.7.9.3_1,138,3037,403,594,1447,1589,764
RWA.4.7.9.1_1,33,724,96,141,345,378,190
RWA.4.7.9.2_1,23,513,68,100,244,268,139
RWA.4.7.9.4_1,433,9484,1263,1859,4521,4963,1955
RWA.4.7.9.5_1,266,5842,775,1143,2785,3056,1307
RWA.4.7.9.6_1,273,5982,794,1170,2852,3130,1210
RWA.4.7.10.1_1,309,5568,660,1078,2637,2931,937
RWA.4.7.10.2_1,332,6008,714,1165,2851,3157,1211
RWA.4.7.10.3_1,324,5868,699,1137,2780,3087,1020
RWA.4.7.10.4_1,417,7599,941,1477,3589,4009,1251
RWA.4.7.11.1_1,344,7250,1104,1389,3406,3843,1315
RWA.4.7.11.2_1,287,6011,915,1155,2821,3190,1302
RWA.4.7.11.3_1,380,8004,1220,1538,3757,4246,1704
RWA.4.7.11.4_1,193,4044,614,774,1900,2144,1022
RWA.4.7.11.5_1,224,4700,715,900,2208,2492,1360
RWA.4.7.12.1_1,222,5106,861,1081,2381,2724,1295
RWA.4.7.12.2_1,135,3108,524,658,1449,1659,760
RWA.4.7.12.3_1,231,5284,890,1118,2464,2820,933
RWA.4.7.12.4_1,378,8687,1466,1840,4051,4636,1732
RWA.4.7.12.5_1,380,8703,1465,1842,4060,4643,1875
RWA.4.7.13.1_1,175,3393,514,670,1581,1811,605
RWA.4.7.13.2_1,315,6188,947,1224,2890,3298,925
RWA.4.7.13.3_1,294,5696,859,1125,2655,3040,1004
RWA.4.7.13.4_1,332,6518,972,1286,3046,3472,1061
RWA.4.7.13.5_1,280,5484,837,1084,2559,2924,774
RWA.4.7.13.6_1,238,4603,693,909,2146,2457,623
RWA.4.7.14.1_1,316,8048,1262,1663,3729,4319,1233
RWA.4.7.14.2_1,375,9557,1500,1974,4427,5129,1543
RWA.4.7.14.3_1,160,4093,645,844,1897,2196,1128
RWA.4.7.14.4_1,112,2860,448,589,1325,1535,662
RWA.5.1.1.1_1,288,9450,1735,1884,4745,4704,2960
RWA.5.1.1.2_1,306,10043,1850,1994,5038,5005,3790
RWA.5.1.1.3_1,200,6599,1221,1301,3305,3293,1786
RWA.5.1.1.4_1,416,16071,2905,3251,8165,7905,5118
RWA.5.1.1.5_1,168,5369,981,1071,2694,2674,1226
RWA.5.1.1.6_1,436,14324,2613,2854,7199,7124,5121
RWA.5.1.1.7_1,183,6027,1116,1188,3019,3008,1689
RWA.5.1.2.1_1,359,24782,3446,6489,12985,11796,1907
RWA.5.1.2.2_1,166,11306,1584,2892,5913,5393,1373
RWA.5.1.2.3_1,227,15724,2193,4110,8241,7482,1515
RWA.5.1.3.1_1,229,4380,738,810,2129,2250,923
RWA.5.1.3.2_1,192,3895,655,752,1897,1997,919
RWA.5.1.3.3_1,240,4605,776,852,2238,2366,849
RWA.5.1.3.4_1,227,4444,747,833,2164,2280,1465
RWA.5.1.3.5_1,200,3998,676,752,1953,2044,874
RWA.5.1.4.1_1,925,70171,10356,17588,37017,33153,5065
RWA.5.1.4.2_1,613,45166,6578,11374,23902,21264,3760
RWA.5.1.5.1_1,323,8034,1202,1709,3995,4038,2343
RWA.5.1.5.2_1,410,10405,1543,2240,5187,5217,3645
RWA.5.1.5.3_1,614,16243,2422,3513,8126,8117,5326
RWA.5.1.5.4_1,178,4448,661,951,2214,2233,1347
RWA.5.1.5.5_1,379,9447,1407,2017,4702,4745,2861
RWA.5.1.6.1_1,351,12684,1747,3088,6433,6251,2461
RWA.5.1.6.2_1,150,3268,444,711,1580,1687,876
RWA.5.1.6.3_1,156,3396,462,739,1643,1753,702
RWA.5.1.6.4_1,229,4981,677,1085,2409,2571,906
RWA.5.1.6.5_1,179,4323,599,957,2114,2209,1195
RWA.5.1.6.6_1,257,5577,759,1214,2698,2879,1788
RWA.5.1.6.7_1,151,3313,453,720,1603,1709,789
RWA.5.1.7.1_1,298,15051,1551,4073,8100,6950,2016
RWA.5.1.7.2_1,278,12916,1301,3499,7022,5893,1634
RWA.5.1.7.3_1,222,11160,1151,3050,5962,5197,1541
RWA.5.1.8.1_1,86,4524,474,1152,2530,1994,783
RWA.5.1.8.2_1,178,9096,933,2359,5063,4032,1388
RWA.5.1.8.3_1,152,8278,902,2119,4570,3708,921
RWA.5.1.9.1_1,748,25100,2613,6593,13839,11261,4060
RWA.5.1.9.2_1,1470,46535,4700,12247,25815,20720,5560
RWA.5.1.9.3_1,280,9600,1003,2510,5302,4298,2078
RWA.5.1.10.1_1,498,30396,4939,6704,16009,14386,2703
RWA.5.1.10.2_1,393,24714,4225,5281,12953,11760,2613
RWA.5.1.10.3_1,608,38357,6548,8213,20106,18250,5715
RWA.5.1.10.4_1,353,21179,3552,4574,11130,10048,2199
RWA.5.1.11.1_1,263,8217,1414,1772,4185,4032,2879
RWA.5.1.11.2_1,402,12808,2221,2757,6541,6267,3985
RWA.5.1.11.3_1,633,20694,3508,4538,10583,10110,5812
RWA.5.1.11.4_1,339,10826,1874,2333,5529,5296,2673
RWA.5.1.11.5_1,327,10413,1805,2241,5316,5096,2486
RWA.5.1.11.6_1,267,8331,1431,1798,4242,4089,2481
RWA.5.1.12.1_1,216,5052,867,948,2447,2605,1585
RWA.5.1.12.2_1,383,11029,1896,2156,5473,5555,5213
RWA.5.1.12.3_1,199,4578,783,857,2213,2364,1609
RWA.5.1.12.4_1,267,6160,1053,1154,2978,3181,3221
RWA.5.1.12.5_1,163,3768,645,706,1823,1944,1406
RWA.5.1.12.6_1,160,3696,629,695,1788,1907,1177
RWA.5.1.12.7_1,211,4879,835,914,2359,2519,1677
RWA.5.1.13.1_1,203,11779,1449,2973,6358,5420,2253
RWA.5.1.13.2_1,400,24361,3023,6141,13125,11236,1728
RWA.5.1.13.3_1,206,11680,1302,3098,6191,5489,1568
RWA.5.1.13.4_1,201,11272,1364,2888,6019,5252,1323
RWA.5.1.14.1_1,189,5066,822,1103,2520,2546,1817
RWA.5.1.14.2_1,162,4392,711,961,2187,2205,1507
RWA.5.1.14.3_1,87,2332,376,507,1159,1172,1754
RWA.5.1.14.4_1,168,4533,734,992,2257,2275,1864
RWA.5.1.14.5_1,119,3227,522,706,1607,1619,1055
RWA.5.1.14.6_1,269,7280,1180,1593,3627,3653,3054
RWA.5.1.14.7_1,461,12377,2001,2703,6159,6217,4524
RWA.5.1.14.8_1,209,5564,898,1212,2769,2795,1708
RWA.5.1.15.1_1,121,2469,418,467,1171,1298,446
RWA.5.1.15.2_1,228,4677,795,887,2221,2456,1116
RWA.5.1.15.3_1,121,2492,423,472,1183,1308,633
RWA.5.1.15.4_1,205,4177,709,792,1982,2195,1002
RWA.5.1.15.5_1,180,3655,619,692,1733,1921,808
RWA.5.1.15.6_1,193,3895,660,737,1849,2046,1025
RWA.5.2.1.1_1,191,6460,1144,1302,3218,3242,1713
RWA.5.2.1.2_1,309,10448,1850,2105,5204,5243,3655
RWA.5.2.1.3_1,271,9150,1620,1843,4558,4592,3278
RWA.5.2.1.4_1,219,7397,1309,1490,3685,3712,1886
RWA.5.2.1.5_1,248,8399,1487,1692,4184,4215,2062
RWA.5.2.1.6_1,172,5810,1028,1170,2894,2915,1618
RWA.5.2.2.1_1,159,8460,1187,1999,4353,4107,1328
RWA.5.2.2.2_1,307,16301,2289,3850,8387,7913,2082
RWA.5.2.2.3_1,537,28374,3943,6746,14625,13749,4133
RWA.5.2.2.4_1,512,26437,3753,6205,13584,12853,2795
RWA.5.2.3.1_1,119,5962,749,1512,3123,2838,1231
RWA.5.2.3.2_1,117,5793,707,1495,3049,2744,1091
RWA.5.2.3.3_1,112,5369,590,1462,2861,2507,628
RWA.5.2.4.1_1,56,2869,338,745,1516,1353,1222
RWA.5.2.4.2_1,76,3664,453,931,1924,1739,1417
RWA.5.2.4.3_1,120,5729,714,1450,3007,2722,2042
RWA.5.2.5.1_1,340,16606,2142,4328,8410,8196,3340
RWA.5.2.5.2_1,195,9512,1224,2480,4817,4694,2957
RWA.5.2.5.3_1,350,17072,2202,4449,8646,8426,3750
RWA.5.2.5.4_1,358,17489,2255,4559,8858,8631,3815
RWA.5.2.6.1_1,79,4299,416,1222,2256,2043,488
RWA.5.2.6.2_1,65,3565,346,1013,1874,1691,440
RWA.5.2.6.3_1,84,4532,479,1241,2363,2169,1015
RWA.5.2.6.4_1,116,6277,708,1675,3273,3004,1026
RWA.5.2.7.1_1,389,21776,2783,5467,11224,10551,2265
RWA.5.2.7.2_1,105,5881,729,1502,3041,2839,1503
RWA.5.2.7.3_1,147,7994,972,2066,4154,3840,1732
RWA.5.2.7.4_1,334,18309,2321,4616,9427,8881,2575
RWA.5.2.7.5_1,73,4114,511,1049,2126,1988,997
RWA.5.2.8.1_1,215,5341,845,1133,2638,2702,2362
RWA.5.2.8.2_1,547,13608,2155,2890,6722,6885,3904
RWA.5.2.8.3_1,509,12617,1996,2676,6232,6385,5572
RWA.5.2.8.4_1,370,9204,1457,1955,4546,4657,2591
RWA.5.2.8.5_1,287,7153,1132,1519,3533,3619,2225
RWA.5.2.8.6_1,389,9677,1532,2055,4780,4897,3232
RWA.5.2.9.1_1,234,11730,1108,3298,6050,5680,1855
RWA.5.2.9.2_1,221,11115,1027,3146,5719,5395,1890
RWA.5.2.9.3_1,121,6076,585,1705,3121,2955,1531
RWA.5.2.10.1_1,507,27515,3003,7781,14394,13120,4939
RWA.5.2.10.2_1,271,14681,1613,4140,7671,7010,3102
RWA.5.2.10.3_1,198,10613,1189,2967,5526,5086,2735
RWA.5.3.1.1_1,161,9109,1091,2370,4754,4355,599
RWA.5.3.1.2_1,61,3361,397,876,1754,1607,302
RWA.5.3.1.3_1,33,1482,162,396,776,706,399
RWA.5.3.1.4_1,68,3731,440,973,1947,1784,399
RWA.5.3.1.5_1,47,2500,293,652,1306,1193,371
RWA.5.3.1.6_1,90,4926,582,1284,2571,2355,561
RWA.5.3.2.1_1,310,9880,1675,1983,4890,4989,1199
RWA.5.3.2.2_1,638,20274,3471,4030,10028,10246,2316
RWA.5.3.2.3_1,340,10688,1829,2113,5268,5420,1143
RWA.5.3.3.1_1,263,9723,1611,2102,4988,4734,1684
RWA.5.3.3.2_1,234,8161,1385,1729,4178,3982,1240
RWA.5.3.3.3_1,378,13666,2297,2926,7008,6658,2529
RWA.5.3.3.4_1,195,6824,1155,1449,3493,3330,1292
RWA.5.3.3.5_1,220,7519,1280,1584,3844,3675,1196
RWA.5.3.4.1_1,270,17106,2189,4297,8925,8180,1847
RWA.5.3.4.2_1,179,14792,1997,3758,7735,7057,1378
RWA.5.3.4.3_1,365,30843,4193,7823,16130,14713,2124
RWA.5.3.5.1_1,245,5514,1020,988,2705,2809,1923
RWA.5.3.5.2_1,144,3249,601,582,1594,1655,824
RWA.5.3.5.3_1,369,8338,1539,1499,4092,4246,3450
RWA.5.3.5.4_1,134,3019,555,541,1480,1539,868
RWA.5.3.5.5_1,221,5114,934,931,2515,2599,2294
RWA.5.3.5.6_1,216,4889,903,878,2399,2490,1952
RWA.5.3.5.7_1,119,2692,498,483,1321,1371,866
RWA.5.3.6.1_1,158,5241,467,1400,3030,2211,690
RWA.5.3.6.2_1,65,2161,196,576,1232,928,335
RWA.5.3.6.3_1,65,2754,293,725,1489,1265,347
RWA.5.3.6.4_1,140,5626,576,1483,3146,2479,424
RWA.5.3.6.5_1,147,4866,434,1300,2811,2055,506
RWA.5.3.6.6_1,37,1911,220,499,1014,897,192
RWA.5.3.6.7_1,73,2567,243,688,1437,1130,258
RWA.5.3.7.2_1,145,5407,541,1494,2812,2595,861
RWA.5.3.7.1_1,188,8785,1023,2202,4569,4215,1023
RWA.5.3.7.3_1,200,9220,1065,2324,4796,4424,1071
RWA.5.3.7.4_1,148,6643,811,1652,3406,3237,703
RWA.5.3.8.1_1,336,13809,1743,3466,6954,6855,2203
RWA.5.3.8.2_1,253,10098,1298,2505,5080,5018,1322
RWA.5.3.8.3_1,262,11517,1452,2898,5832,5684,1992
RWA.5.3.8.4_1,396,16370,2078,4097,8253,8117,2565
RWA.5.3.9.1_1,28,1201,135,310,632,569,582
RWA.5.3.9.2_1,25,845,83,223,455,389,519
RWA.5.3.9.3_1,356,12463,1268,3282,6694,5769,2228
RWA.5.3.9.4_1,48,2039,243,519,1051,988,599
RWA.5.3.10.2_1,84,2946,277,843,1532,1414,590
RWA.5.3.10.1_1,82,2864,272,817,1486,1378,493
RWA.5.3.10.3_1,81,2913,298,801,1507,1405,974
RWA.5.3.10.4_1,56,2285,279,583,1155,1130,415
